Sample,Grain,Ca_apfu,Si_apfu,P_apfu,F_apfu,Cl_apfu,OH_apfu,Mn_apfu,Mg_apfu,Fe_apfu,Sr_apfu,Na_apfu,Ce_apfu,La_apfu,K_apfu,Y_apfu,S_apfu,Corr_Total_wt_pct,Net_Corr_Total_wt_pct,M_site_10,X_site_6,rmr0_1999,eCl_1999_apfu,rmr0_2007,eCl_2007_apfu
MU19-52,3,9.951,0.026,5.888,1.595,0.011,0.394,0.005,0.001,0.003,0.008,0.052,0.000,0.004,0.001,0.000,0.075,99.8,99.8,10.0,6.0,0.838,0.005,0.827,
MU19-52,4,10.076,0.006,5.947,1.881,0.043,0.076,0.012,0.004,0.006,0.000,0.009,0.002,0.002,0.000,0.008,0.000,99.9,99.9,10.1,6.0,0.844,-,0.011,
MU19-52,5,10.025,0.017,5.955,2.068,0.012,0.000,0.012,0.000,0.006,0.003,0.004,0.002,0.000,0.000,0.009,0.005,100.7,100.7,10.0,6.0,0.853,-,0.039,
MU19-52,6,10.063,0.010,5.946,1.818,0.010,0.172,0.010,0.000,0.003,0.001,0.003,0.004,0.000,0.000,0.003,0.009,100.3,100.3,10.1,6.0,0.850,-,0.031,
MU19-52,7,10.067,0.016,5.928,2.036,0.013,0.000,0.013,0.002,0.007,0.000,0.006,0.000,0.004,0.001,0.011,0.011,100.1,100.1,10.1,6.0,0.851,-,0.033,
MU19-52,8,9.997,0.018,5.939,0.863,0.578,0.559,0.010,0.006,0.024,0.006,0.049,0.013,0.001,0.000,0.011,0.003,97.6,98.5,10.1,6.0,0.640,0.385,0.644,
MU19-52,9,10.036,0.003,5.959,1.919,0.017,0.064,0.010,0.001,0.006,0.002,0.018,0.003,0.000,0.000,0.012,0.003,100.4,100.4,10.1,6.0,0.849,-,0.026,
MU19-52,10,10.052,0.016,5.946,1.449,0.134,0.418,0.010,0.003,0.008,0.000,0.012,0.010,0.006,0.000,0.001,0.000,99.4,99.6,10.1,6.0,0.808,0.087,0.806,
MU19-52,11,9.922,0.004,5.952,2.062,0.040,0.000,0.044,0.000,0.006,0.003,0.062,0.009,0.003,0.000,0.029,0.015,100.5,100.5,10.0,6.0,0.828,0.034,0.807,
MU19-52,12,9.940,0.044,5.940,1.623,0.022,0.354,0.012,0.000,0.003,0.000,0.039,0.001,0.000,0.000,0.058,0.000,99.5,99.5,10.0,6.0,0.834,0.019,0.822,
MU19-52,13,10.052,0.002,5.953,1.484,0.017,0.499,0.012,0.001,0.000,0.002,0.017,0.001,0.000,0.000,0.010,0.007,99.2,99.2,10.1,6.0,0.835,0.014,0.827,
MU19-52,14,9.979,0.070,5.911,1.648,0.178,0.174,0.004,0.002,0.013,0.001,0.017,0.027,0.012,0.001,0.010,0.000,99.0,99.3,10.1,6.0,0.805,0.094,0.799,
MU19-52,15,10.194,0.015,5.865,1.788,0.022,0.190,0.010,0.006,0.016,0.006,0.029,0.006,0.003,0.003,0.012,0.009,95.4,95.5,10.3,5.9,0.830,0.030,0.820,
MU19-52,16,9.997,0.004,5.968,1.590,0.023,0.387,0.019,0.001,0.006,0.000,0.026,0.001,0.000,0.000,0.013,0.005,99.4,99.4,10.0,6.0,0.829,0.033,0.821,
MU19-52,17,10.048,0.006,5.928,2.036,0.095,0.000,0.012,0.000,0.004,0.000,0.034,0.007,0.004,0.001,0.006,0.020,100.0,100.2,10.1,6.0,0.838,0.005,0.818,
MU19-52,18,10.013,0.004,5.927,1.553,0.054,0.393,0.013,0.003,0.004,0.002,0.051,0.003,0.000,0.001,0.007,0.033,99.4,99.5,10.1,6.0,0.827,0.039,0.818,
MU19-52,19,10.015,0.005,5.955,1.585,0.018,0.397,0.016,0.003,0.008,0.000,0.033,0.004,0.000,0.000,0.019,0.004,99.5,99.5,10.1,6.0,0.828,0.035,0.820,
MU19-52,20,9.970,0.012,5.972,1.819,0.071,0.110,0.016,0.001,0.013,0.001,0.021,0.006,0.001,0.000,0.018,0.000,100.1,100.3,10.0,6.0,0.826,0.041,0.815,
MU19-52,21,10.011,0.030,5.943,2.004,0.020,0.000,0.016,0.003,0.002,0.001,0.006,0.002,0.001,0.000,0.011,0.008,100.5,100.6,10.0,6.0,0.853,-,0.041,
MU19-52,22,10.010,0.012,5.967,1.806,0.011,0.184,0.012,0.000,0.006,0.001,0.004,0.002,0.004,0.001,0.003,0.005,100.5,100.5,10.0,6.0,0.846,-,0.016,
MU19-52,23,10.009,0.003,5.958,2.090,0.007,0.000,0.014,0.000,0.007,0.001,0.029,0.000,0.000,0.000,0.017,0.010,100.9,100.9,10.1,6.0,0.850,-,0.030,
MU19-52,24,10.013,0.026,5.952,1.941,0.009,0.050,0.009,0.003,0.006,0.000,0.005,0.001,0.000,0.000,0.021,0.001,100.3,100.3,10.0,6.0,0.852,-,0.035,
MU19-52,25,10.018,0.007,5.933,2.078,0.055,0.000,0.015,0.000,0.003,0.001,0.030,0.005,0.002,0.000,0.010,0.025,100.7,100.8,10.1,6.0,0.845,-,0.015,
MU19-52,26,9.974,0.020,5.934,1.851,0.085,0.064,0.011,0.000,0.003,0.002,0.040,0.010,0.000,0.001,0.005,0.031,100.1,100.2,10.0,6.0,0.839,0.005,0.821,
MU19-52,27,10.035,0.072,5.870,2.050,0.030,0.000,0.018,0.001,0.008,0.001,0.032,0.021,0.002,0.000,0.042,0.002,99.5,99.5,10.1,6.0,0.840,0.001,0.819,
MU19-53,1,9.988,0.055,5.927,2.007,0.096,0.000,0.023,0.005,0.012,0.000,0.009,0.006,0.001,0.000,0.017,0.001,100.0,100.2,10.0,6.0,0.825,0.042,0.810,
MU19-53,2,10.012,0.003,5.974,2.126,0.030,0.000,0.016,0.005,0.007,0.000,0.007,0.003,0.002,0.001,0.002,0.001,100.8,100.9,10.0,6.0,0.847,-,0.021,
MU19-53,3,9.998,0.020,5.958,2.089,0.058,0.000,0.010,0.001,0.015,0.000,0.015,0.006,0.000,0.000,0.016,0.000,100.4,100.5,10.1,6.0,0.834,0.018,0.818,
MU19-53,4,9.970,0.005,5.963,1.846,0.004,0.150,0.044,0.004,0.006,0.003,0.024,0.000,0.001,0.000,0.011,0.009,100.0,100.0,10.0,6.0,0.833,0.022,0.817,
MU19-53,5,10.058,0.023,5.939,1.834,0.038,0.128,0.010,0.003,0.005,0.000,0.007,0.008,0.000,0.000,0.009,0.000,100.0,100.0,10.1,6.0,0.844,-,0.012,
MU19-53,6,10.037,0.029,5.937,2.211,0.041,0.000,0.008,0.004,0.008,0.000,0.010,0.007,0.002,0.000,0.012,0.001,100.3,100.4,10.1,6.0,0.846,-,0.018,
MU19-53,7,10.018,0.050,5.926,1.975,0.034,0.000,0.011,0.004,0.000,0.001,0.002,0.013,0.002,0.002,0.017,0.000,99.8,99.8,10.1,6.0,0.854,-,0.044,
MU19-53,8,9.955,0.090,5.887,1.752,0.146,0.102,0.006,0.005,0.016,0.000,0.026,0.045,0.012,0.000,0.012,0.001,99.5,99.7,10.1,6.0,0.808,0.087,0.800,
MU19-53,9,10.028,0.028,5.945,2.090,0.007,0.000,0.010,0.000,0.004,0.002,0.012,0.007,0.001,0.001,0.012,0.000,100.4,100.4,10.1,6.0,0.855,-,0.046,
MU19-53,10,10.012,0.057,5.914,2.095,0.014,0.000,0.006,0.001,0.005,0.000,0.009,0.015,0.005,0.004,0.021,0.003,99.6,99.6,10.1,6.0,0.854,-,0.041,
MU19-53,11,9.975,0.068,5.917,1.612,0.168,0.219,0.000,0.002,0.015,0.004,0.022,0.031,0.007,0.000,0.006,0.000,99.4,99.6,10.1,6.0,0.805,0.095,0.801,
MU19-53,12,10.009,0.029,5.946,2.182,0.007,0.000,0.009,0.000,0.007,0.001,0.010,0.002,0.002,0.001,0.023,0.001,100.2,100.2,10.1,6.0,0.852,-,0.037,
MU19-53,13,9.990,0.062,5.906,2.126,0.043,0.000,0.012,0.005,0.017,0.002,0.010,0.028,0.004,0.000,0.019,0.002,100.1,100.2,10.1,6.0,0.832,0.023,0.816,
MU19-53,14,10.012,0.076,5.894,1.890,0.053,0.057,0.015,0.001,0.006,0.002,0.008,0.029,0.006,0.001,0.012,0.001,99.6,99.7,10.1,6.0,0.839,0.002,0.822,
MU19-53,15,9.943,0.029,5.968,1.858,0.036,0.106,0.017,0.003,0.010,0.002,0.009,0.018,0.002,0.000,0.007,0.001,100.5,100.5,10.0,6.0,0.836,0.012,0.822,
MU19-53,16,10.060,0.019,5.934,2.107,0.031,0.000,0.012,0.002,0.014,0.002,0.006,0.005,0.000,0.000,0.007,0.005,100.3,100.4,10.1,6.0,0.841,-,0.003,
MU19-53,17,10.088,0.091,5.847,1.607,0.089,0.304,0.000,0.003,0.010,0.001,0.011,0.041,0.012,0.001,0.009,0.000,96.8,96.9,10.2,5.9,0.822,0.052,0.815,
MU19-53,18,10.012,0.033,5.941,1.959,0.006,0.034,0.009,0.001,0.006,0.001,0.007,0.003,0.002,0.000,0.023,0.002,100.4,100.4,10.1,6.0,0.852,-,0.038,
MU19-53,19,10.027,0.010,5.965,2.044,0.030,0.000,0.011,0.001,0.007,0.000,0.009,0.003,0.000,0.000,0.003,0.002,100.7,100.8,10.1,6.0,0.849,-,0.027,
MU19-53,20,9.987,0.002,5.961,1.731,0.004,0.264,0.054,0.007,0.012,0.002,0.019,0.002,0.000,0.000,0.009,0.002,100.0,100.0,10.0,6.0,0.816,0.068,0.808,
MU19-53,21,10.047,0.023,5.940,2.095,0.063,0.000,0.016,0.002,0.010,0.000,0.002,0.004,0.001,0.000,0.012,0.001,100.0,100.1,10.1,6.0,0.838,0.008,0.819,
MU19-53,22,10.064,0.020,5.932,2.040,0.026,0.000,0.014,0.007,0.008,0.002,0.012,0.010,0.002,0.000,0.008,0.000,99.8,99.8,10.1,6.0,0.845,-,0.016,
MU19-53,23,10.150,0.009,5.918,2.374,0.002,0.000,0.006,0.000,0.003,0.002,0.003,0.000,0.001,0.000,0.011,0.002,100.2,100.2,10.2,5.9,0.860,-,0.062,
MU19-53,24,10.036,0.024,5.946,2.310,0.032,0.000,0.010,0.004,0.004,0.003,0.009,0.005,0.002,0.000,0.010,0.000,100.6,100.7,10.1,6.0,0.851,-,0.034,
MU19-53,25,10.027,0.014,5.958,1.863,0.005,0.131,0.009,0.000,0.006,0.003,0.016,0.000,0.003,0.000,0.013,0.000,100.0,100.0,10.1,6.0,0.849,-,0.027,
MU19-53,26,9.941,0.090,5.899,1.809,0.075,0.116,0.004,0.004,0.009,0.003,0.020,0.039,0.010,0.001,0.011,0.003,99.3,99.4,10.0,6.0,0.832,0.025,0.818,
MU19-53,27,10.037,0.015,5.952,2.030,0.058,0.000,0.014,0.002,0.011,0.000,0.012,0.004,0.002,0.000,0.007,0.000,99.9,100.0,10.1,6.0,0.837,0.009,0.820,
MU19-53,28,9.987,0.020,5.964,2.100,0.002,0.000,0.011,0.004,0.002,0.000,0.011,0.001,0.000,0.000,0.019,0.004,100.7,100.7,10.0,6.0,0.858,-,0.056,
MU19-53,29,9.980,0.016,5.973,1.786,0.026,0.188,0.009,0.003,0.011,0.002,0.014,0.002,0.000,0.001,0.013,0.000,100.1,100.2,10.0,6.0,0.837,0.010,0.825,
MU19-53,30,10.033,0.010,5.960,2.183,0.034,0.000,0.011,0.001,0.012,0.001,0.007,0.006,0.005,0.000,0.002,0.000,100.7,100.7,10.1,6.0,0.842,-,0.006,
MU19-53,31,9.959,0.000,5.967,1.769,0.006,0.225,0.063,0.010,0.014,0.003,0.023,0.002,0.002,0.001,0.005,0.003,99.9,99.9,10.0,6.0,0.810,0.081,0.802,
MU19-54,1,9.889,0.003,5.985,2.027,0.035,0.000,0.066,0.005,0.018,0.002,0.029,0.006,0.003,0.001,0.012,0.002,100.7,100.7,10.0,6.1,0.808,0.086,0.795,
MU19-54,2,9.910,0.014,5.980,2.267,0.035,0.000,0.061,0.002,0.012,0.002,0.026,0.001,0.001,0.001,0.009,0.002,101.0,101.0,10.0,6.1,0.819,0.058,0.798,
MU19-54,3,9.934,0.002,5.983,1.853,0.025,0.122,0.052,0.005,0.014,0.000,0.024,0.002,0.000,0.001,0.012,0.000,100.4,100.4,10.0,6.0,0.817,0.065,0.806,
MU19-54,4,9.922,0.002,5.979,1.874,0.037,0.090,0.072,0.004,0.014,0.000,0.023,0.002,0.003,0.000,0.012,0.000,100.5,100.5,10.0,6.1,0.807,0.089,0.796,
MU19-54,5,9.973,0.002,5.975,2.325,0.006,0.000,0.040,0.002,0.005,0.000,0.019,0.002,0.002,0.000,0.016,0.000,100.7,100.7,10.0,6.0,0.842,-,0.004,
MU19-54,6,9.967,0.004,5.967,2.186,0.027,0.000,0.050,0.003,0.013,0.001,0.020,0.004,0.001,0.000,0.011,0.002,100.8,100.8,10.0,6.0,0.824,0.047,0.805,
MU19-54,7,9.952,0.002,5.978,1.985,0.037,0.000,0.054,0.006,0.010,0.000,0.021,0.000,0.000,0.000,0.012,0.000,100.6,100.7,10.0,6.0,0.825,0.044,0.808,
MU19-54,8,9.973,0.000,5.965,1.820,0.016,0.164,0.048,0.001,0.012,0.000,0.036,0.001,0.000,0.000,0.010,0.006,100.2,100.3,10.0,6.0,0.820,0.057,0.809,
MU19-54,9,9.957,0.007,5.962,1.828,0.032,0.141,0.074,0.002,0.011,0.000,0.022,0.001,0.002,0.000,0.009,0.003,100.5,100.5,10.0,6.0,0.808,0.086,0.797,
MU19-54,10,9.981,0.000,5.969,1.853,0.010,0.138,0.044,0.003,0.010,0.003,0.018,0.004,0.000,0.000,0.007,0.004,100.5,100.5,10.0,6.0,0.828,0.035,0.815,
MU19-54,11,9.901,0.003,5.983,2.156,0.016,0.000,0.065,0.008,0.017,0.004,0.022,0.004,0.000,0.000,0.010,0.003,100.8,100.9,10.0,6.1,0.814,0.072,0.798,
MU19-54,12,9.963,0.000,5.966,2.119,0.026,0.000,0.070,0.007,0.014,0.001,0.021,0.005,0.000,0.000,0.005,0.002,100.8,100.8,10.0,6.0,0.815,0.071,0.798,
MU19-54,13,9.968,0.002,5.960,2.246,0.034,0.000,0.057,0.010,0.020,0.000,0.025,0.004,0.000,0.000,0.008,0.003,100.8,100.8,10.0,6.0,0.811,0.079,0.795,
MU19-54,14,9.974,0.002,5.968,2.397,0.011,0.000,0.049,0.004,0.009,0.000,0.022,0.002,0.002,0.000,0.011,0.002,100.6,100.6,10.0,6.0,0.832,0.024,0.808,
MU19-54,15,9.941,0.003,5.974,1.951,0.028,0.021,0.053,0.004,0.014,0.003,0.019,0.001,0.002,0.000,0.013,0.004,100.5,100.6,10.0,6.0,0.821,0.053,0.807,
MU19-54,16,9.938,0.002,5.987,1.957,0.002,0.042,0.035,0.001,0.007,0.001,0.018,0.002,0.004,0.000,0.012,0.003,101.0,101.0,10.0,6.0,0.841,-,0.003,
MU19-54,17,9.951,0.004,5.977,2.277,0.025,0.000,0.048,0.005,0.012,0.001,0.020,0.002,0.000,0.000,0.010,0.002,101.0,101.1,10.0,6.0,0.827,0.037,0.807,
MU19-54,18,9.906,0.004,5.985,1.855,0.035,0.110,0.058,0.010,0.016,0.003,0.020,0.002,0.002,0.000,0.009,0.003,100.7,100.8,10.0,6.0,0.810,0.083,0.800,
MU19-54,19,9.971,0.007,5.964,2.350,0.011,0.000,0.049,0.007,0.011,0.000,0.020,0.003,0.000,0.000,0.007,0.004,100.7,100.7,10.0,6.0,0.830,0.029,0.808,
MU19-54,20,9.944,0.000,5.972,2.063,0.035,0.000,0.062,0.002,0.010,0.000,0.023,0.003,0.000,0.000,0.014,0.005,100.4,100.5,10.0,6.0,0.821,0.054,0.803,
MU19-54,21,9.960,0.002,5.965,2.226,0.033,0.000,0.060,0.005,0.015,0.002,0.023,0.002,0.002,0.002,0.009,0.003,100.5,100.5,10.0,6.0,0.816,0.067,0.798,
MU19-54,22,9.963,0.012,5.954,2.297,0.031,0.000,0.075,0.005,0.016,0.001,0.018,0.000,0.000,0.002,0.013,0.001,100.5,100.5,10.0,6.0,0.809,0.084,0.790,
MU19-54,23,9.948,0.004,5.967,2.293,0.034,0.000,0.067,0.004,0.012,0.001,0.026,0.004,0.001,0.000,0.013,0.001,100.5,100.6,10.0,6.0,0.816,0.067,0.795,
MU19-54,24,9.958,0.005,5.964,1.804,0.033,0.164,0.061,0.004,0.018,0.000,0.018,0.004,0.002,0.001,0.012,0.001,100.5,100.6,10.0,6.0,0.804,0.097,0.798,
MU19-54,25,9.912,0.003,5.984,1.877,0.020,0.104,0.074,0.001,0.010,0.000,0.021,0.002,0.000,0.000,0.013,0.001,100.7,100.7,10.0,6.1,0.814,0.073,0.800,
MU19-54,26,9.935,0.002,5.984,2.050,0.022,0.000,0.042,0.006,0.010,0.000,0.021,0.001,0.002,0.000,0.013,0.003,100.7,100.7,10.0,6.0,0.832,0.024,0.814,
MU19-54,27,9.908,0.000,5.980,2.150,0.017,0.000,0.090,0.003,0.011,0.000,0.017,0.001,0.002,0.000,0.013,0.002,100.8,100.8,10.0,6.1,0.811,0.079,0.792,
MU19-54,28,9.969,0.000,5.963,2.053,0.021,0.000,0.082,0.004,0.012,0.000,0.017,0.001,0.000,0.000,0.011,0.000,100.6,100.7,10.0,6.0,0.813,0.074,0.797,
MU19-54,29,9.940,0.002,5.974,2.046,0.029,0.000,0.060,0.008,0.018,0.001,0.022,0.000,0.002,0.001,0.009,0.002,100.1,100.1,10.0,6.0,0.814,0.073,0.800,
MU19-54,30,9.942,0.008,5.972,1.653,0.033,0.313,0.049,0.005,0.010,0.003,0.025,0.001,0.002,0.001,0.012,0.004,100.5,100.5,10.0,6.0,0.812,0.077,0.805,
MU19-54,31,9.993,0.005,5.953,2.166,0.011,0.000,0.071,0.004,0.008,0.002,0.018,0.000,0.000,0.001,0.008,0.004,100.8,100.9,10.0,6.0,0.825,0.044,0.804,
MU19-54,32,9.944,0.005,5.966,2.004,0.033,0.000,0.071,0.005,0.011,0.000,0.024,0.003,0.000,0.000,0.012,0.003,100.6,100.6,10.0,6.0,0.816,0.068,0.799,
MU19-54,33,9.923,0.003,5.976,2.166,0.027,0.000,0.073,0.006,0.014,0.001,0.025,0.001,0.000,0.000,0.011,0.003,100.7,100.7,10.0,6.1,0.813,0.074,0.795,
MU19-54,34,9.925,0.006,5.969,2.035,0.036,0.000,0.054,0.002,0.018,0.000,0.022,0.003,0.000,0.001,0.010,0.012,100.7,100.8,10.0,6.0,0.815,0.070,0.802,
MU19-54,35,9.950,0.000,5.975,1.993,0.029,0.000,0.054,0.006,0.016,0.002,0.022,0.003,0.002,0.001,0.010,0.001,100.9,100.9,10.0,6.0,0.819,0.059,0.805,
MU19-54,36,9.942,0.003,5.971,2.098,0.030,0.000,0.059,0.004,0.012,0.000,0.022,0.004,0.000,0.000,0.011,0.005,100.7,100.7,10.0,6.0,0.821,0.054,0.803,
MU19-54,37,9.921,0.000,5.996,1.880,0.014,0.107,0.052,0.002,0.010,0.002,0.015,0.002,0.001,0.000,0.005,0.001,101.0,101.0,10.0,6.0,0.826,0.042,0.812,
